#1
double	HDU(8761,11) #T_Aussen	Q_Lueft	Q_Heiz	Raumtemp	Te_gl	Q_el_tot	CO2	Raumfeuchte	Strom	TWW	
15685200	29	0.09	0.00	27.78	19.79	7.17	872.82	50.38	401.33	2.80	
15688800	29.7	0.12	0.00	28.20	19.79	6.05	891.14	49.10	324.28	2.80	
15692400	29.8	0.10	0.00	28.53	19.79	5.30	904.04	48.13	288.04	7.00	
15696000	30	0.08	0.00	28.88	19.79	5.21	913.14	47.19	255.37	7.00	
15699600	29.8	0.01	0.00	29.41	19.79	8.37	968.15	45.88	265.97	8.40	
15703200	29.7	-0.04	0.00	29.87	19.79	9.57	1043.36	44.83	327.37	8.40	
15706800	29.1	-0.36	0.00	30.00	19.79	7.69	1096.36	44.62	383.00	8.40	
15710400	26.1	-1.26	0.00	29.88	19.79	7.14	1133.71	45.12	368.31	1.40	
15714000	23.5	-19.75	0.00	28.47	19.79	6.34	461.35	48.41	342.54	1.40	
15717600	21.6	-25.56	0.00	27.56	19.79	5.08	451.28	50.09	303.75	1.40	
15721200	20.4	-27.93	0.00	26.74	19.79	3.72	449.20	51.89	223.66	0.00	
15724800	19.4	-29.45	0.00	25.99	21.08	2.76	448.13	53.44	158.51	0.00	
15728400	19	-28.29	0.00	25.41	21.08	2.36	448.76	55.07	117.04	0.00	
15732000	19.7	-22.62	0.00	25.17	21.08	2.24	452.87	55.56	105.37	0.00	
15735600	21.3	-14.66	0.00	25.33	21.08	2.26	462.38	53.31	102.58	0.00	
15739200	20.3	-17.37	0.00	24.84	21.08	2.53	458.81	53.76	104.84	0.00	
15742800	20.4	-16.53	0.00	24.81	21.08	6.69	461.07	53.65	125.25	0.00	
15746400	21.3	-1.52	0.00	25.89	21.08	8.31	686.03	50.85	221.16	2.10	
15750000	22.6	-1.26	0.00	26.34	21.08	9.17	808.10	49.83	308.75	35.00	
15753600	24.8	-0.64	0.00	26.58	21.08	6.47	869.83	49.34	327.19	0.70	
15757200	26.5	-0.07	0.00	27.04	21.08	6.17	889.03	48.28	323.56	0.70	
15760800	29	0.12	0.00	27.51	21.08	6.10	866.11	47.10	314.28	0.70	
15764400	29.6	0.12	0.00	28.04	21.08	6.58	849.95	45.71	317.14	0.70	
15768000	29.4	0.06	0.00	28.50	21.08	8.94	838.57	44.52	356.05	11.20	
15771600	29.9	0.07	0.00	28.92	21.08	6.11	830.55	43.42	346.65	0.70	
15775200	30.3	0.08	0.00	29.20	21.08	5.50	861.35	42.67	301.72	0.70	
15778800	29.8	0.01	0.00	29.54	21.08	5.16	883.05	41.82	269.89	0.70	
15782400	30	0.00	0.00	29.81	21.08	5.42	898.35	41.16	252.64	0.70	
15786000	29.8	-0.07	0.00	30.34	21.08	8.72	957.72	39.99	276.85	0.70	
15789600	29.1	-0.57	0.00	30.62	21.08	10.11	1036.01	39.47	344.74	3.50	
15793200	27.3	-1.24	0.00	30.92	21.08	8.15	1091.19	39.00	409.18	3.50	
15796800	24	-21.40	0.00	29.26	21.08	7.53	459.34	41.03	399.96	3.50	
15800400	23.5	-21.61	0.00	28.79	21.08	6.60	455.12	43.26	371.16	3.50	
15804000	21.2	-29.15	0.00	27.74	21.08	5.25	448.84	46.78	322.97	1.40	
15807600	20.9	-27.52	0.00	27.19	21.08	3.74	449.60	49.79	238.60	0.00	
15811200	20.4	-26.85	0.00	26.58	22.15	2.76	449.83	51.97	158.51	0.00	
15814800	19	-30.12	0.00	25.70	22.15	2.36	447.61	55.05	117.04	0.00	
15818400	21.7	-16.60	0.00	26.10	22.15	2.24	459.58	52.01	105.37	0.00	
15822000	21.5	-16.04	0.00	25.80	22.15	2.26	460.45	51.72	102.58	0.00	
15825600	19.5	-22.61	0.00	24.97	22.15	2.53	453.26	53.28	104.84	0.00	
15829200	21.6	-13.71	0.00	25.48	22.15	6.60	465.71	50.70	125.25	0.00	
15832800	22.4	-1.40	0.00	26.58	22.15	8.23	689.30	47.90	221.16	2.10	
15836400	23.9	-1.05	0.00	26.97	22.15	9.07	810.41	47.09	308.75	35.00	
15840000	25.8	-0.53	0.00	27.23	22.15	6.47	871.46	46.68	327.19	0.70	
15843600	27.7	-0.02	0.00	27.67	22.15	6.17	890.17	45.81	323.56	0.70	
15847200	26.9	-0.43	0.00	28.03	22.15	6.10	866.91	45.23	314.28	0.70	
15850800	27.8	-0.09	0.00	28.56	22.15	6.58	850.52	44.14	317.14	0.70	
15854400	30.2	0.07	0.00	29.13	22.15	8.88	838.97	42.98	356.05	11.20	
15858000	29.6	-0.01	0.00	29.48	22.15	6.11	830.83	42.42	346.65	0.70	
15861600	29	-0.31	0.00	29.78	22.15	5.50	861.55	42.10	301.72	0.70	
15865200	28.1	-0.66	0.00	29.97	22.15	5.16	883.19	42.05	269.89	0.70	
15868800	28.3	-0.67	0.00	30.21	22.15	5.42	898.44	41.74	252.64	0.70	
15872400	25.9	-13.33	0.00	29.77	22.15	9.01	466.56	43.02	276.85	0.70	
15876000	25	-16.85	0.00	29.50	22.15	10.42	462.97	42.65	344.74	3.50	
15879600	25	-16.47	0.00	29.41	22.15	8.15	463.16	43.46	409.18	3.50	
15883200	22.7	-24.26	0.00	28.45	22.15	7.53	453.09	47.32	399.96	3.50	
15886800	22	-25.09	0.00	27.88	22.15	6.60	452.02	49.60	371.16	3.50	
15890400	19.9	-31.64	0.00	26.83	22.15	5.25	447.28	51.60	322.97	1.40	
15894000	18.6	-34.15	0.00	25.92	22.15	3.74	445.65	53.45	238.60	0.00	
15897600	17.2	-36.78	0.00	24.90	22.65	2.76	444.14	55.82	158.51	0.00	
15901200	16.9	-34.35	0.00	24.24	22.65	2.36	445.19	56.71	117.04	0.00	
15904800	16.5	-32.67	0.00	23.58	22.65	2.24	446.01	58.28	105.37	0.00	
15908400	16.3	-30.34	0.00	23.01	22.65	2.26	675.42	60.48	102.58	0.00	
15912000	15.8	-29.82	0.00	22.43	22.65	2.53	837.08	62.76	104.84	0.00	
15915600	15.6	-0.80	0.00	24.10	22.65	7.05	951.00	57.30	125.25	0.00	
15919200	18.5	-1.97	0.00	24.48	22.65	8.52	1031.28	56.32	221.16	2.10	
15922800	20.3	-1.53	0.00	24.87	22.65	9.34	1051.40	55.27	308.75	35.00	
15926400	21.3	-1.25	0.00	25.04	22.65	6.47	1041.28	54.88	327.19	0.70	
15930000	22.8	-0.89	0.00	25.38	22.65	6.17	1009.84	53.92	323.56	0.70	
15933600	24.1	-0.60	0.00	25.76	22.65	6.10	951.24	52.83	314.28	0.70	
15937200	25.8	-0.06	0.00	26.20	22.65	6.58	909.95	51.54	317.14	0.70	
15940800	25.5	-0.42	0.00	26.60	22.65	9.23	880.85	50.41	356.05	11.20	
15944400	27.3	0.00	0.00	27.04	22.65	6.11	860.34	49.11	346.65	0.70	
15948000	27	-0.05	0.00	27.36	22.65	5.50	882.34	48.19	301.72	0.70	
15951600	27.1	-0.07	0.00	27.62	22.65	5.16	897.85	47.33	269.89	0.70	
15955200	27.8	-0.03	0.00	27.91	22.65	5.42	908.77	46.45	252.64	0.70	
15958800	27.3	-0.42	0.00	28.38	22.65	8.91	965.07	45.30	276.85	0.70	
15962400	26.1	-0.88	0.00	28.62	22.65	10.33	1041.19	44.83	344.74	3.50	
15966000	25.1	-1.31	0.00	28.95	22.65	8.15	1094.83	44.16	409.18	3.50	
15969600	22.1	-21.26	0.00	27.33	22.65	7.53	459.50	46.38	399.96	3.50	
15973200	21.6	-21.56	0.00	26.88	22.65	6.60	455.15	45.15	371.16	3.50	
15976800	20.1	-25.80	0.00	26.10	22.65	5.25	451.15	45.44	322.97	1.40	
15980400	19.6	-25.37	0.00	25.53	22.65	3.74	451.11	46.28	238.60	0.00	
15984000	20.1	-21.00	0.00	25.29	22.57	2.76	454.70	46.92	158.51	0.00	
15987600	19.8	-20.35	0.00	24.88	22.57	2.36	455.27	48.24	117.04	0.00	
15991200	19.4	-20.18	0.00	24.45	22.57	2.24	455.39	49.91	105.37	0.00	
15994800	19.2	-19.29	0.00	24.09	22.57	2.26	456.34	51.32	102.58	0.00	
15998400	19.1	-18.20	0.00	23.79	22.57	2.53	457.68	51.97	104.84	0.00	
16002000	19.4	-16.33	0.00	23.76	22.57	6.77	683.64	52.34	125.25	0.00	
16005600	20	-1.66	0.00	25.01	22.57	8.41	842.87	49.12	221.16	2.10	
16009200	20.9	-1.54	0.00	25.49	22.57	9.29	918.63	48.14	308.75	35.00	
16012800	21.9	-1.37	0.00	25.96	22.57	6.47	947.72	47.16	327.19	0.70	
16016400	23.2	-0.94	0.00	25.97	22.57	6.17	943.92	47.42	323.56	0.70	
16020000	25.4	-0.36	0.00	26.34	22.57	6.10	904.79	46.68	314.28	0.70	
16023600	26.7	-0.02	0.00	26.66	22.57	6.58	877.21	46.09	317.14	0.70	
16027200	26.4	-0.07	0.00	26.95	22.57	9.17	857.78	45.52	356.05	11.20	
16030800	25.9	-0.46	0.00	27.16	22.57	6.11	844.09	45.18	346.65	0.70	
16034400	25.5	-0.64	0.00	27.35	22.57	5.50	870.89	45.00	301.72	0.70	
16038000	24	-1.25	0.00	27.74	22.57	5.16	889.77	44.52	269.89	0.70	
16041600	23.9	-1.26	0.00	27.70	22.57	5.42	903.08	44.70	252.64	0.70	
16045200	25.3	-1.03	0.00	28.29	22.57	9.06	961.06	43.35	276.85	0.70	
16048800	24.4	-1.39	0.00	28.51	22.57	10.46	1038.37	43.00	344.74	3.50	
16052400	23.4	-15.16	0.00	27.53	22.57	8.15	471.00	44.20	409.18	3.50	
16056000	23.2	-14.87	0.00	27.26	22.57	7.53	464.07	44.37	399.96	3.50	
16059600	20.2	-25.65	0.00	26.17	22.57	6.60	451.57	48.78	371.16	3.50	
16063200	17.5	-34.81	0.00	24.90	22.57	5.25	445.47	55.05	322.97	1.40	
16066800	15	-42.39	0.00	23.50	22.57	3.74	441.83	59.16	238.60	0.00	
16070400	15.4	-36.02	0.00	22.97	22.64	2.76	672.47	61.29	158.51	0.00	
16074000	15.2	-33.19	0.00	22.34	22.64	2.36	835.00	63.83	117.04	0.00	
16077600	15.1	-30.12	0.00	21.76	22.64	2.24	949.53	66.31	105.37	0.00	
16081200	15.2	-0.75	0.00	23.19	22.64	2.26	1030.24	61.36	102.58	0.00	
16084800	15.2	-0.74	0.00	23.13	22.64	2.53	1087.12	61.88	104.84	0.00	
16088400	15.3	-0.74	0.00	23.14	22.64	7.07	1127.20	62.13	125.25	0.00	
16092000	15.4	-0.76	0.00	23.40	22.64	8.75	1155.44	61.50	221.16	2.10	
16095600	15.2	-0.82	0.00	23.85	22.64	9.72	1138.90	60.15	308.75	35.00	
16099200	16	-0.79	0.00	24.25	22.64	6.47	1102.94	58.95	327.19	0.70	
16102800	18.9	-1.76	0.00	24.25	22.64	6.17	1053.30	59.08	323.56	0.70	
16106400	19.1	-1.74	0.00	24.41	22.64	6.10	981.86	58.53	314.28	0.70	
16110000	19.3	-1.78	0.00	24.70	22.64	6.58	931.53	57.55	317.14	0.70	
16113600	19.9	-1.69	0.00	25.00	22.64	9.65	896.06	56.48	356.05	11.20	
16117200	19.5	-1.84	0.00	25.12	22.64	6.11	871.06	56.02	346.65	0.70	
16120800	19.3	-1.92	0.00	25.19	22.64	5.50	889.89	55.77	301.72	0.70	
16124400	18.7	-2.11	0.00	25.21	22.64	5.16	903.17	55.74	269.89	0.70	
16128000	18.4	-2.22	0.00	25.23	22.64	5.42	912.52	55.69	252.64	0.70	
16131600	17.8	-0.76	0.00	25.76	22.64	9.62	967.71	54.19	276.85	0.70	
16135200	18.2	-2.50	0.00	25.82	22.64	10.93	1043.05	54.12	344.74	3.50	
16138800	17.2	-0.82	0.00	25.86	22.64	8.15	1096.15	54.23	409.18	3.50	
16142400	16.3	-0.89	0.00	25.73	22.64	7.53	1133.56	54.86	399.96	3.50	
16146000	16.6	-0.84	0.00	25.58	22.64	6.60	1159.93	55.55	371.16	3.50	
16149600	16.5	-31.12	0.00	23.32	22.64	5.25	449.01	61.66	322.97	1.40	
16153200	16	-30.24	0.00	22.69	22.64	3.74	677.53	64.09	238.60	0.00	
16156800	14.7	-33.06	0.00	21.82	21.37	3.45	838.57	67.47	174.10	0.00	
16160400	13.5	-0.92	0.00	23.36	21.37	2.72	952.05	61.83	133.99	0.00	
16164000	13.1	-0.94	0.00	23.17	21.37	2.41	1032.02	62.52	110.55	0.00	
16167600	13	-0.93	0.00	23.00	21.37	2.32	1088.37	63.18	104.18	0.00	
16171200	13.4	-0.88	0.00	22.87	21.37	2.26	1128.08	63.74	102.70	0.00	
16174800	13.5	-0.86	0.00	22.74	21.37	5.79	1156.06	64.27	107.46	0.00	
16178400	13.8	-0.86	0.00	22.92	21.37	6.33	1175.78	63.72	139.41	0.00	
16182000	14.1	-0.84	0.00	23.07	21.37	7.67	1153.23	63.25	221.94	4.90	
16185600	14.3	-0.88	0.00	23.61	21.37	6.23	1113.04	61.40	308.63	4.90	
16189200	15.7	-0.75	0.00	23.58	21.37	7.81	1060.41	61.50	357.89	2.80	
16192800	17.5	-0.62	0.00	23.92	21.37	8.97	986.88	60.31	388.59	2.80	
16196400	17.6	-0.63	0.00	24.12	21.37	9.55	935.06	59.52	408.94	2.80	
16200000	19.3	-1.68	0.00	24.35	21.37	11.65	898.55	58.71	431.67	2.80	
16203600	19.4	-1.69	0.00	24.51	21.37	7.17	872.81	58.03	422.33	2.80	
16207200	20.1	-1.55	0.00	24.78	21.37	6.05	891.13	57.13	383.83	2.80	
16210800	13.8	-1.01	0.00	24.63	21.37	5.30	904.04	57.58	353.85	7.00	
16214400	14.5	-0.95	0.00	24.62	21.37	5.21	913.13	57.61	348.73	7.00	
16218000	14.9	-0.96	0.00	25.02	21.37	9.48	968.14	56.42	379.31	8.40	
16221600	15	-0.96	0.00	25.14	21.37	10.68	1043.36	56.22	436.19	8.40	
16225200	15	-0.94	0.00	25.01	21.37	7.69	1096.36	56.74	471.36	8.40	
16228800	14.2	-1.00	0.00	24.88	21.37	7.14	1133.71	57.25	429.29	1.40	
16232400	14.2	-0.99	0.00	24.75	21.37	6.34	1160.03	57.79	350.63	1.40	
16236000	13.3	-41.61	0.00	21.67	21.37	5.08	442.96	63.39	329.81	1.40	
16239600	12.9	-1.00	0.00	23.63	21.37	3.72	673.27	56.70	277.27	0.00	
16243200	12.9	-0.99	0.00	23.47	19.74	3.45	835.56	57.28	200.57	0.00	
16246800	13.2	-0.94	0.00	23.29	19.74	2.72	949.93	57.92	148.04	0.00	
16250400	13.8	-0.87	0.00	23.16	19.74	2.41	1030.52	58.49	116.32	0.00	
16254000	13.7	-0.87	0.00	23.00	19.74	2.32	1087.32	59.15	105.37	0.00	
16257600	13.6	-0.86	0.00	22.86	19.74	2.26	1127.34	59.74	102.76	0.00	
16261200	13.4	-0.87	0.00	22.74	19.74	5.80	1155.54	60.28	102.99	0.00	
16264800	13.8	-0.84	0.00	22.79	19.74	6.33	1175.42	60.22	108.83	0.00	
16268400	13.3	-0.90	0.00	22.93	19.74	7.73	1152.97	59.75	156.01	4.90	
16272000	14.8	-0.81	0.00	23.32	19.74	6.23	1112.85	58.49	264.72	4.90	
16275600	15	-0.79	0.00	23.36	19.74	7.81	1060.28	58.42	379.67	2.80	
16279200	16.3	-0.72	0.00	23.80	19.74	8.97	986.79	56.94	440.48	2.80	
16282800	18.2	-1.96	0.00	24.09	19.74	9.55	935.00	55.86	488.32	2.80	
16286400	16.4	-0.77	0.00	24.44	19.74	11.87	898.50	54.78	494.56	2.80	
16290000	19.3	-1.77	0.00	24.65	19.74	7.17	872.78	54.10	401.33	2.80	
16293600	19.5	-1.73	0.00	24.76	19.74	6.05	891.11	53.71	324.28	2.80	
16297200	20.4	-1.48	0.00	24.90	19.74	5.30	904.02	53.16	288.04	7.00	
16300800	21.1	-1.33	0.00	25.12	19.74	5.21	913.12	52.26	255.37	7.00	
16304400	20.5	-1.61	0.00	25.36	19.74	9.06	968.14	51.39	265.97	8.40	
16308000	19.8	-1.93	0.00	25.64	19.74	10.32	1043.35	50.63	327.37	8.40	
16311600	18.3	-2.43	0.00	25.72	19.74	7.69	1096.36	50.48	383.00	8.40	
16315200	16.1	-0.90	0.00	25.60	19.74	7.14	1133.71	50.88	368.31	1.40	
16318800	15	-0.98	0.00	25.45	19.74	6.34	1160.03	51.41	342.54	1.40	
16322400	13.9	-42.00	0.00	22.33	19.74	5.08	442.81	56.96	303.75	1.40	
16326000	13.4	-39.93	0.00	21.53	19.74	3.72	673.16	59.78	223.66	0.00	
16329600	13.4	-0.93	0.00	23.42	18.54	2.76	835.49	53.85	158.51	0.00	
16333200	13.5	-0.91	0.00	23.26	18.54	2.36	949.88	54.57	117.04	0.00	
16336800	13.3	-0.91	0.00	23.08	18.54	2.24	1030.49	55.33	105.37	0.00	
16340400	13	-0.92	0.00	22.91	18.54	2.26	1087.29	56.06	102.58	0.00	
16344000	13.2	-0.89	0.00	22.77	18.54	2.53	1127.32	56.74	104.84	0.00	
16347600	13.2	-0.89	0.00	22.71	18.54	7.23	1155.53	57.18	125.25	0.00	
16351200	13.4	-0.89	0.00	22.83	18.54	8.90	1175.41	57.04	221.16	2.10	
16354800	13.4	-0.92	0.00	23.16	18.54	9.86	1152.96	56.14	308.75	35.00	
16358400	13.7	-0.89	0.00	23.14	18.54	6.47	1112.85	56.36	327.19	0.70	
16362000	15.2	-0.77	0.00	23.31	18.54	6.17	1060.28	55.93	323.56	0.70	
16365600	16.7	-0.65	0.00	23.56	18.54	6.10	986.79	55.16	314.28	0.70	
16369200	17.2	-0.62	0.00	23.69	18.54	6.58	935.00	54.61	317.14	0.70	
16372800	17.3	-0.62	0.00	23.86	18.54	9.85	898.50	53.82	356.05	11.20	
16376400	17.8	-0.59	0.00	24.01	18.54	6.11	872.78	53.19	346.65	0.70	
16380000	17.7	-0.61	0.00	24.12	18.54	5.50	891.11	52.66	301.72	0.70	
16383600	18.1	-1.99	0.00	24.19	18.54	5.16	904.02	52.26	269.89	0.70	
16387200	18.5	-1.87	0.00	24.22	18.54	5.42	913.12	52.00	252.64	0.70	
16390800	18.7	-1.98	0.00	24.70	18.54	9.55	968.14	50.51	276.85	0.70	
16394400	18.3	-2.16	0.00	24.86	18.54	10.92	1043.35	49.96	344.74	3.50	
16398000	17.4	-0.71	0.00	24.90	18.54	8.15	1096.36	49.82	409.18	3.50	
16401600	15.7	-0.85	0.00	24.72	18.54	7.53	1133.71	50.35	399.96	3.50	
16405200	14.7	-0.92	0.00	24.51	18.54	6.60	1160.03	51.10	371.16	3.50	
16408800	14.8	-33.59	0.00	21.98	18.54	5.25	447.00	55.84	322.97	1.40	
16412400	14.3	-0.86	0.00	23.49	18.54	3.74	676.11	51.52	238.60	0.00	
16416000	14.9	-0.79	0.00	23.36	17.42	2.76	837.57	52.09	158.51	0.00	
16419600	14	-0.85	0.00	23.14	17.42	2.36	951.34	52.98	117.04	0.00	
16423200	13.6	-0.88	0.00	23.02	17.42	2.24	1031.52	53.56	105.37	0.00	
16426800	12.4	-0.97	0.00	22.81	17.42	2.26	1088.02	54.36	102.58	0.00	
16430400	12.8	-0.92	0.00	22.67	17.42	2.53	1127.83	55.03	104.84	0.00	
16434000	13.1	-0.89	0.00	22.64	17.42	7.24	1155.89	55.33	125.25	0.00	
16437600	13.5	-0.87	0.00	22.76	17.42	8.90	1175.66	55.17	221.16	2.10	
16441200	13.6	-0.90	0.00	23.10	17.42	9.84	1153.14	54.24	308.75	35.00	
16444800	13.8	-0.90	0.00	23.33	17.42	6.47	1112.98	53.73	327.19	0.70	
16448400	12	-1.08	0.00	23.48	17.42	6.17	1060.37	53.38	323.56	0.70	
16452000	14.4	-0.89	0.00	23.82	17.42	6.10	986.85	52.62	314.28	0.70	
16455600	16.7	-0.68	0.00	23.86	17.42	6.58	935.04	52.84	317.14	0.70	
16459200	17.5	-0.62	0.00	24.04	17.42	9.83	898.53	52.38	356.05	11.20	
16462800	17.6	-0.62	0.00	24.16	17.42	6.11	872.80	52.19	346.65	0.70	
16466400	17.5	-0.64	0.00	24.27	17.42	5.50	891.12	52.00	301.72	0.70	
16470000	19.1	-1.72	0.00	24.37	17.42	5.16	904.03	51.89	269.89	0.70	
16473600	18.5	-1.93	0.00	24.42	17.42	5.42	913.13	51.83	252.64	0.70	
16477200	16.1	-0.83	0.00	24.87	17.42	9.75	968.14	50.82	276.85	0.70	
16480800	17.4	-0.75	0.00	25.26	17.42	10.99	1043.36	50.01	344.74	3.50	
16484400	16.7	-0.81	0.00	25.24	17.42	8.15	1096.36	50.43	409.18	3.50	
16488000	16.1	-0.85	0.00	25.09	17.42	7.53	1133.71	51.17	399.96	3.50	
16491600	15.4	-0.90	0.00	24.97	17.42	6.60	1160.03	51.72	371.16	3.50	
16495200	13.3	-42.61	0.00	21.81	17.42	5.25	442.57	59.29	322.97	1.40	
16498800	13.3	-0.98	0.00	23.83	17.42	3.74	672.99	53.04	238.60	0.00	
16502400	13.4	-0.95	0.00	23.63	16.46	2.76	835.37	53.86	158.51	0.00	
16506000	13.4	-0.93	0.00	23.44	16.46	2.36	949.79	54.68	117.04	0.00	
16509600	13.3	-0.93	0.00	23.25	16.46	2.24	1030.43	55.45	105.37	0.00	
16513200	13.2	-0.92	0.00	23.09	16.46	2.26	1087.25	56.16	102.58	0.00	
16516800	13.1	-0.92	0.00	22.95	16.46	2.53	1127.29	56.81	104.84	0.00	
16520400	13	-0.93	0.00	22.93	16.46	7.25	1155.51	57.08	125.25	0.00	
16524000	13.4	-0.92	0.00	23.14	16.46	8.90	1175.39	56.60	221.16	2.10	
16527600	13.9	-0.90	0.00	23.43	16.46	9.82	1152.95	55.73	308.75	35.00	
16531200	14.6	-0.83	0.00	23.42	16.46	6.47	1112.84	55.81	327.19	0.70	
16534800	16.3	-0.69	0.00	23.54	16.46	6.17	1060.28	55.43	323.56	0.70	
16538400	16.4	-0.70	0.00	23.74	16.46	6.10	986.78	54.65	314.28	0.70	
16542000	16.8	-0.68	0.00	23.98	16.46	6.58	934.99	53.78	317.14	0.70	
16545600	17.5	-0.64	0.00	24.23	16.46	9.83	898.50	52.86	356.05	11.20	
16549200	18	-0.62	0.00	24.48	16.46	6.11	872.78	51.93	346.65	0.70	
16552800	18.6	-1.98	0.00	24.65	16.46	5.50	891.11	51.33	301.72	0.70	
16556400	19	-1.88	0.00	24.75	16.46	5.16	904.02	50.82	269.89	0.70	
16560000	19.1	-1.88	0.00	24.85	16.46	5.42	913.12	50.31	252.64	0.70	
16563600	19.1	-1.94	0.00	25.02	16.46	9.52	968.14	49.73	276.85	0.70	
16567200	18.2	-2.36	0.00	25.38	16.46	10.93	1043.35	48.69	344.74	3.50	
16570800	16.4	-0.87	0.00	25.53	16.46	8.15	1096.36	48.25	409.18	3.50	
16574400	14.3	-1.03	0.00	25.29	16.46	7.53	1133.71	48.82	399.96	3.50	
16578000	14	-1.04	0.00	25.11	16.46	6.60	1160.03	49.29	371.16	3.50	
16581600	12.6	-46.58	0.00	21.66	16.46	5.25	440.94	53.43	322.97	1.40	
16585200	10.5	-1.24	0.00	23.78	16.46	3.74	671.84	47.37	238.60	0.00	
16588800	9.8	-1.27	0.00	23.47	15.88	2.76	834.56	48.28	158.51	0.00	
16592400	8.8	-1.33	0.00	23.10	15.88	2.36	949.22	49.34	117.04	0.00	
16596000	8.1	-1.36	0.00	22.76	15.88	2.24	1030.03	50.33	105.37	0.00	
16599600	7.4	-1.39	0.00	22.41	15.88	2.26	1086.97	51.34	102.58	0.00	
16603200	6.6	-1.44	0.00	22.10	15.88	2.53	1127.09	52.25	104.84	0.00	
16606800	7.3	-1.37	0.00	22.04	15.88	7.67	1155.37	52.44	125.25	0.00	
16610400	11.2	-1.06	0.00	22.45	15.88	9.07	1175.29	51.45	221.16	2.10	
16614000	12.9	-0.93	0.00	22.74	15.88	9.89	1152.88	50.70	308.75	35.00	
16617600	14	-0.84	0.00	22.90	15.88	6.47	1112.79	50.27	327.19	0.70	
16621200	15.6	-0.70	0.00	23.01	15.88	6.17	1060.24	49.90	323.56	0.70	
16624800	15.6	-0.73	0.00	23.34	15.88	6.10	986.76	48.86	314.28	0.70	
16628400	15.9	-0.73	0.00	23.62	15.88	6.58	934.98	47.99	317.14	0.70	
16632000	16.9	-0.66	0.00	23.81	15.88	9.88	898.49	47.38	356.05	11.20	
16635600	17.9	-0.58	0.00	24.01	15.88	6.11	872.77	46.80	346.65	0.70	
16639200	18.2	-1.93	0.00	24.09	15.88	5.50	891.10	46.55	301.72	0.70	
16642800	17.8	-0.61	0.00	24.27	15.88	5.16	904.02	46.04	269.89	0.70	
16646400	17.9	-0.61	0.00	24.37	15.88	5.42	913.12	45.80	252.64	0.70	
16650000	18.4	-2.00	0.00	24.48	15.88	9.58	968.13	45.58	276.85	0.70	
16653600	18	-0.68	0.00	25.06	15.88	10.94	1043.35	44.21	344.74	3.50	
16657200	16	-0.85	0.00	24.98	15.88	8.15	1096.36	44.51	409.18	3.50	
16660800	14.1	-1.01	0.00	24.81	15.88	7.53	1133.71	45.09	399.96	3.50	
16664400	12.8	-1.11	0.00	24.62	15.88	6.60	1160.03	45.61	371.16	3.50	
16668000	11.9	-1.16	0.00	24.36	15.88	5.25	1178.58	46.32	322.97	1.40	
16671600	11.4	-1.18	0.00	24.09	15.88	3.74	1191.65	47.09	238.60	0.00	
16675200	11.1	-1.18	0.00	23.81	15.00	2.76	1200.86	47.90	158.51	0.00	
16678800	10.5	-1.21	0.00	23.56	15.00	2.36	1207.35	48.70	117.04	0.00	
16682400	10.3	-1.21	0.00	23.31	15.00	2.24	1211.92	49.52	105.37	0.00	
16686000	9.4	-1.26	0.00	22.95	15.00	2.26	1215.15	50.57	102.58	0.00	
16689600	9.7	-1.21	0.00	22.77	15.00	2.53	1217.42	51.18	104.84	0.00	
16693200	10.5	-1.14	0.00	22.72	15.00	7.43	1219.02	51.46	125.25	0.00	
16696800	11.4	-1.09	0.00	22.99	15.00	9.05	1220.15	50.79	221.16	2.10	
16700400	13.3	-0.95	0.00	23.30	15.00	9.86	1184.49	49.84	308.75	35.00	
16704000	14.2	-0.86	0.00	23.31	15.00	6.47	1135.07	49.77	327.19	0.70	
16707600	15.1	-0.80	0.00	23.54	15.00	6.17	1075.94	49.01	323.56	0.70	
16711200	16.7	-0.67	0.00	23.77	15.00	6.10	997.82	48.18	314.28	0.70	
16714800	17.8	-0.59	0.00	24.00	15.00	6.58	942.77	47.40	317.14	0.70	
16718400	16.6	-0.73	0.00	24.30	15.00	9.90	903.98	46.49	356.05	11.20	
16722000	18.2	-2.05	0.00	24.46	15.00	6.11	876.64	45.96	346.65	0.70	
16725600	18.3	-2.08	0.00	24.66	15.00	5.50	893.83	45.28	301.72	0.70	
16729200	18.1	-2.17	0.00	24.76	15.00	5.16	905.94	44.86	269.89	0.70	
16732800	18.2	-2.17	0.00	24.86	15.00	5.42	914.47	44.47	252.64	0.70	
16736400	17.9	-0.68	0.00	25.10	15.00	9.61	969.09	43.84	276.85	0.70	
16740000	18.6	-2.28	0.00	25.50	15.00	10.90	1044.02	42.86	344.74	3.50	
16743600	17.9	-0.74	0.00	25.69	15.00	8.15	1096.83	42.39	409.18	3.50	
16747200	15.3	-0.96	0.00	25.44	15.00	7.53	1134.04	43.02	399.96	3.50	
16750800	14	-1.06	0.00	25.27	15.00	6.60	1160.27	43.52	371.16	3.50	
16754400	12.4	-48.12	0.00	21.67	15.00	5.25	440.34	48.63	322.97	1.40	
16758000	11.1	-1.19	0.00	23.90	15.00	3.74	671.42	42.95	238.60	0.00	
16761600	9.4	-1.31	0.00	23.54	14.75	3.45	834.26	43.99	174.10	0.00	
16765200	9.2	-1.30	0.00	23.21	14.75	2.72	949.01	45.00	133.99	0.00	
